OrderID,CustomerID,OrderDate,ProductID,DiscountedUnitPrice,Quantity,Country,ProductName,CategoryID,UndiscountedUnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,CategoryName,Revenue,Discount,%Discount
10421,QUEDE,2/21/1995,26,24.9,30,Brazil,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,747,6.33,20.26897214
10421,QUEDE,2/21/1995,53,26.2,15,Brazil,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,393,6.6,20.12195122
10421,QUEDE,2/21/1995,77,10.4,10,Brazil,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,104,2.6,20
10422,FRANS,2/22/1995,26,24.9,2,Italy,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,49.8,6.33,20.26897214
10423,GOURL,2/23/1995,31,10,14,Brazil,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,140,2.5,20
10423,GOURL,2/23/1995,59,44,20,Brazil,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,880,11,20
10424,MEREP,2/23/1995,35,14.4,60,Canada,Steeleye Stout,1,18,20,0,15,0,Beverages,864,3.6,20
10424,MEREP,2/23/1995,38,210.8,49,Canada,Côte de Blaye,1,263.5,17,0,15,0,Beverages,10329.2,52.7,20
10424,MEREP,2/23/1995,68,10,30,Canada,Scottish Longbreads,3,12.5,6,10,15,0,Confections,300,2.5,20
10425,LAMAI,2/24/1995,55,19.2,10,France,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,192,4.8,20
10425,LAMAI,2/24/1995,76,14.4,20,France,Lakkalikööri,1,18,57,0,20,0,Beverages,288,3.6,20
10426,GALED,2/27/1995,56,30.4,5,Spain,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,152,7.6,20
10426,GALED,2/27/1995,64,26.6,7,Spain,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,186.2,6.65,20
10427,PICCO,2/27/1995,14,18.6,35,Austria,Tofu,7,23.25,35,0,0,0,Produce,651,4.65,20
10428,REGGC,2/28/1995,46,9.6,20,Italy,Spegesild,8,12,95,0,0,0,Seafood,192,2.4,20
10429,HUNGO,3/1/1995,50,13,40,Ireland,Valkoinen suklaa,3,16.25,65,0,30,0,Confections,520,3.25,20
10429,HUNGO,3/1/1995,63,35.1,35,Ireland,Vegie-spread,2,43.9,24,0,5,0,Condiments,1228.5,8.8,20.04555809
10430,ERNSH,3/2/1995,17,31.2,45,Austria,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,1404,7.8,20
10430,ERNSH,3/2/1995,21,8,50,Austria,Sir Rodney's Scones,3,10,3,40,5,0,Confections,400,2,20
10430,ERNSH,3/2/1995,56,30.4,30,Austria,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,912,7.6,20
10430,ERNSH,3/2/1995,59,44,70,Austria,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,3080,11,20
10431,BOTTM,3/2/1995,17,31.2,50,Canada,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,1560,7.8,20
10431,BOTTM,3/2/1995,40,14.7,50,Canada,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,735,3.7,20.10869565
10431,BOTTM,3/2/1995,47,7.6,30,Canada,Zaanse koeken,3,9.5,36,0,0,0,Confections,228,1.9,20
10432,SPLIR,3/3/1995,26,24.9,10,USA,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,249,6.33,20.26897214
10432,SPLIR,3/3/1995,54,5.9,40,USA,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,236,1.55,20.80536913
10433,PRINI,3/6/1995,56,30.4,28,Portugal,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,851.2,7.6,20
10434,FOLKO,3/6/1995,11,16.8,6,Sweden,Queso Cabrales,4,21,22,30,30,0,Dairy Products,100.8,4.2,20
10434,FOLKO,3/6/1995,76,14.4,18,Sweden,Lakkalikööri,1,18,57,0,20,0,Beverages,259.2,3.6,20
10435,CONSH,3/7/1995,2,15.2,10,UK,Chang,1,19,17,40,25,0,Beverages,152,3.8,20
10435,CONSH,3/7/1995,22,16.8,12,UK,Gustaf's Knäckebröd,5,21,104,0,25,0,Grains/Cereals,201.6,4.2,20
10435,CONSH,3/7/1995,72,27.8,10,UK,Mozzarella di Giovanni,4,34.8,14,0,0,0,Dairy Products,278,7,20.11494253
10436,BLONP,3/8/1995,46,9.6,5,France,Spegesild,8,12,95,0,0,0,Seafood,48,2.4,20
10436,BLONP,3/8/1995,56,30.4,40,France,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,1216,7.6,20
10436,BLONP,3/8/1995,64,26.6,30,France,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,798,6.65,20
10436,BLONP,3/8/1995,75,6.2,24,France,Rhönbräu Klosterbier,1,7.75,125,0,25,0,Beverages,148.8,1.55,20
10437,WARTH,3/8/1995,53,26.2,15,Finland,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,393,6.6,20.12195122
10438,TOMSP,3/9/1995,19,7.3,15,Germany,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,109.5,1.9,20.65217391
10438,TOMSP,3/9/1995,34,11.2,20,Germany,Sasquatch Ale,1,14,111,0,15,0,Beverages,224,2.8,20
10438,TOMSP,3/9/1995,57,15.6,15,Germany,Ravioli Angelo,5,19.5,36,0,20,0,Grains/Cereals,234,3.9,20
10439,MEREP,3/10/1995,12,30.4,15,Canada,Queso Manchego La Pastora,4,38,86,0,0,0,Dairy Products,456,7.6,20
10439,MEREP,3/10/1995,16,13.9,16,Canada,Pavlova,3,17.45,29,0,10,0,Confections,222.4,3.55,20.34383954
10439,MEREP,3/10/1995,64,26.6,6,Canada,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,159.6,6.65,20
10439,MEREP,3/10/1995,74,8,30,Canada,Longlife Tofu,7,10,4,20,5,0,Produce,240,2,20
10440,SAVEA,3/13/1995,2,15.2,45,USA,Chang,1,19,17,40,25,0,Beverages,684,3.8,20
10440,SAVEA,3/13/1995,16,13.9,49,USA,Pavlova,3,17.45,29,0,10,0,Confections,681.1,3.55,20.34383954
10440,SAVEA,3/13/1995,29,99,24,USA,Thüringer Rostbratwurst,6,123.79,0,0,0,1,Meat/Poultry,2376,24.79,20.02585023
10440,SAVEA,3/13/1995,61,22.8,90,USA,Sirop d'érable,2,28.5,113,0,25,0,Condiments,2052,5.7,20
10441,OLDWO,3/13/1995,27,35.1,50,USA,Schoggi Schokolade,3,43.9,49,0,30,0,Confections,1755,8.8,20.04555809
10442,ERNSH,3/14/1995,11,16.8,30,Austria,Queso Cabrales,4,21,22,30,30,0,Dairy Products,504,4.2,20
10442,ERNSH,3/14/1995,54,5.9,80,Austria,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,472,1.55,20.80536913
10442,ERNSH,3/14/1995,66,13.6,60,Austria,Louisiana Hot Spiced Okra,2,17,4,100,20,0,Condiments,816,3.4,20
10443,REGGC,3/15/1995,11,16.8,6,Italy,Queso Cabrales,4,21,22,30,30,0,Dairy Products,100.8,4.2,20
10443,REGGC,3/15/1995,28,36.4,12,Italy,Rössle Sauerkraut,7,45.6,26,0,0,1,Produce,436.8,9.2,20.1754386
10444,BERGS,3/15/1995,17,31.2,10,Sweden,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,312,7.8,20
10444,BERGS,3/15/1995,26,24.9,15,Sweden,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,373.5,6.33,20.26897214
10444,BERGS,3/15/1995,35,14.4,8,Sweden,Steeleye Stout,1,18,20,0,15,0,Beverages,115.2,3.6,20
10444,BERGS,3/15/1995,41,7.7,30,Sweden,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,231,1.95,20.20725389
10445,BERGS,3/16/1995,39,14.4,6,Sweden,Chartreuse verte,1,18,69,0,5,0,Beverages,86.4,3.6,20
10445,BERGS,3/16/1995,54,5.9,15,Sweden,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,88.5,1.55,20.80536913
10446,TOMSP,3/17/1995,19,7.3,12,Germany,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,87.6,1.9,20.65217391
10446,TOMSP,3/17/1995,24,3.6,20,Germany,Guaraná Fantástica,1,4.5,20,0,0,1,Beverages,72,0.9,20
10446,TOMSP,3/17/1995,31,10,3,Germany,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,30,2.5,20
10446,TOMSP,3/17/1995,52,5.6,15,Germany,Filo Mix,5,7,38,0,25,0,Grains/Cereals,84,1.4,20
10447,RICAR,3/17/1995,19,7.3,40,Brazil,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,292,1.9,20.65217391
10447,RICAR,3/17/1995,65,16.8,35,Brazil,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,588,4.25,20.19002375
10447,RICAR,3/17/1995,71,17.2,2,Brazil,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,34.4,4.3,20
10448,RANCH,3/20/1995,26,24.9,6,Argentina,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,149.4,6.33,20.26897214
10448,RANCH,3/20/1995,40,14.7,20,Argentina,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,294,3.7,20.10869565
10449,BLONP,3/21/1995,10,24.8,14,France,Ikura,8,31,31,0,0,0,Seafood,347.2,6.2,20
10449,BLONP,3/21/1995,52,5.6,20,France,Filo Mix,5,7,38,0,25,0,Grains/Cereals,112,1.4,20
10449,BLONP,3/21/1995,62,39.4,35,France,Tarte au sucre,3,49.3,17,0,0,0,Confections,1379,9.9,20.0811359
10450,VICTE,3/22/1995,10,24.8,20,France,Ikura,8,31,31,0,0,0,Seafood,496,6.2,20
10450,VICTE,3/22/1995,54,5.9,6,France,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,35.4,1.55,20.80536913
10451,QUICK,3/22/1995,55,19.2,120,Germany,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,2304,4.8,20
10451,QUICK,3/22/1995,64,26.6,35,Germany,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,931,6.65,20
10451,QUICK,3/22/1995,65,16.8,28,Germany,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,470.4,4.25,20.19002375
10451,QUICK,3/22/1995,77,10.4,55,Germany,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,572,2.6,20
10452,SAVEA,3/23/1995,28,36.4,15,USA,Rössle Sauerkraut,7,45.6,26,0,0,1,Produce,546,9.2,20.1754386
10452,SAVEA,3/23/1995,44,15.5,100,USA,Gula Malacca,2,19.45,27,0,15,0,Condiments,1550,3.95,20.30848329
10453,AROUT,3/24/1995,48,10.2,15,UK,Chocolade,3,12.75,15,70,25,0,Confections,153,2.55,20
10453,AROUT,3/24/1995,70,12,25,UK,Outback Lager,1,15,15,10,30,0,Beverages,300,3,20
10454,LAMAI,3/24/1995,16,13.9,20,France,Pavlova,3,17.45,29,0,10,0,Confections,278,3.55,20.34383954
10454,LAMAI,3/24/1995,33,2,20,France,Geitost,4,2.5,112,0,20,0,Dairy Products,40,0.5,20
10454,LAMAI,3/24/1995,46,9.6,10,France,Spegesild,8,12,95,0,0,0,Seafood,96,2.4,20
10455,WARTH,3/27/1995,39,14.4,20,Finland,Chartreuse verte,1,18,69,0,5,0,Beverages,288,3.6,20
10455,WARTH,3/27/1995,53,26.2,50,Finland,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,1310,6.6,20.12195122
10455,WARTH,3/27/1995,61,22.8,25,Finland,Sirop d'érable,2,28.5,113,0,25,0,Condiments,570,5.7,20
10455,WARTH,3/27/1995,71,17.2,30,Finland,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,516,4.3,20
10456,KOENE,3/28/1995,21,8,40,Germany,Sir Rodney's Scones,3,10,3,40,5,0,Confections,320,2,20
10456,KOENE,3/28/1995,49,16,21,Germany,Maxilaku,3,20,10,60,15,0,Confections,336,4,20
10457,KOENE,3/28/1995,59,44,36,Germany,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,1584,11,20
10458,SUPRD,3/29/1995,26,24.9,30,Belgium,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,747,6.33,20.26897214
10458,SUPRD,3/29/1995,28,36.4,30,Belgium,Rössle Sauerkraut,7,45.6,26,0,0,1,Produce,1092,9.2,20.1754386
10458,SUPRD,3/29/1995,43,36.8,20,Belgium,Ipoh Coffee,1,46,17,10,25,0,Beverages,736,9.2,20
10458,SUPRD,3/29/1995,56,30.4,15,Belgium,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,456,7.6,20
10458,SUPRD,3/29/1995,71,17.2,50,Belgium,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,860,4.3,20
10459,VICTE,3/30/1995,7,24,16,France,Uncle Bob's Organic Dried Pears,7,30,15,0,10,0,Produce,384,6,20
10459,VICTE,3/30/1995,46,9.6,20,France,Spegesild,8,12,95,0,0,0,Seafood,192,2.4,20
10459,VICTE,3/30/1995,72,27.8,40,France,Mozzarella di Giovanni,4,34.8,14,0,0,0,Dairy Products,1112,7,20.11494253
10460,FOLKO,3/31/1995,68,10,21,Sweden,Scottish Longbreads,3,12.5,6,10,15,0,Confections,210,2.5,20
10460,FOLKO,3/31/1995,75,6.2,4,Sweden,Rhönbräu Klosterbier,1,7.75,125,0,25,0,Beverages,24.8,1.55,20
10461,LILAS,3/31/1995,21,8,40,Venezuela,Sir Rodney's Scones,3,10,3,40,5,0,Confections,320,2,20
10461,LILAS,3/31/1995,30,20.7,28,Venezuela,Nord-Ost Matjeshering,8,25.89,10,0,15,0,Seafood,579.6,5.19,20.04634994
10461,LILAS,3/31/1995,55,19.2,60,Venezuela,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,1152,4.8,20
10462,CONSH,4/3/1995,13,4.8,1,UK,Konbu,8,6,24,0,5,0,Seafood,4.8,1.2,20
10462,CONSH,4/3/1995,23,7.2,21,UK,Tunnbröd,5,9,61,0,25,0,Grains/Cereals,151.2,1.8,20
10463,SUPRD,4/4/1995,19,7.3,21,Belgium,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,153.3,1.9,20.65217391
10463,SUPRD,4/4/1995,42,11.2,50,Belgium,Singaporean Hokkien Fried Mee,5,14,26,0,0,1,Grains/Cereals,560,2.8,20
10464,FURIB,4/4/1995,4,17.6,16,Portugal,Chef Anton's Cajun Seasoning,2,22,53,0,0,0,Condiments,281.6,4.4,20
10464,FURIB,4/4/1995,43,36.8,3,Portugal,Ipoh Coffee,1,46,17,10,25,0,Beverages,110.4,9.2,20
10464,FURIB,4/4/1995,56,30.4,30,Portugal,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,912,7.6,20
10464,FURIB,4/4/1995,60,27.2,20,Portugal,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,544,6.8,20
10465,VAFFE,4/5/1995,24,3.6,25,Denmark,Guaraná Fantástica,1,4.5,20,0,0,1,Beverages,90,0.9,20
10465,VAFFE,4/5/1995,29,99,18,Denmark,Thüringer Rostbratwurst,6,123.79,0,0,0,1,Meat/Poultry,1782,24.79,20.02585023
10465,VAFFE,4/5/1995,40,14.7,20,Denmark,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,294,3.7,20.10869565
10465,VAFFE,4/5/1995,45,7.6,30,Denmark,Røgede sild,8,9.5,5,70,15,0,Seafood,228,1.9,20
10465,VAFFE,4/5/1995,50,13,25,Denmark,Valkoinen suklaa,3,16.25,65,0,30,0,Confections,325,3.25,20
10466,COMMI,4/6/1995,11,16.8,10,Brazil,Queso Cabrales,4,21,22,30,30,0,Dairy Products,168,4.2,20
10466,COMMI,4/6/1995,46,9.6,5,Brazil,Spegesild,8,12,95,0,0,0,Seafood,48,2.4,20
10467,MAGAA,4/6/1995,24,3.6,28,Italy,Guaraná Fantástica,1,4.5,20,0,0,1,Beverages,100.8,0.9,20
10467,MAGAA,4/6/1995,25,11.2,12,Italy,NuNuCa NuÃ-Nougat-Creme,3,14,76,0,30,0,Confections,134.4,2.8,20
10468,KOENE,4/7/1995,30,20.7,8,Germany,Nord-Ost Matjeshering,8,25.89,10,0,15,0,Seafood,165.6,5.19,20.04634994
10468,KOENE,4/7/1995,43,36.8,15,Germany,Ipoh Coffee,1,46,17,10,25,0,Beverages,552,9.2,20
10469,WHITC,4/10/1995,2,15.2,40,USA,Chang,1,19,17,40,25,0,Beverages,608,3.8,20
10469,WHITC,4/10/1995,16,13.9,35,USA,Pavlova,3,17.45,29,0,10,0,Confections,486.5,3.55,20.34383954
10469,WHITC,4/10/1995,44,15.5,2,USA,Gula Malacca,2,19.45,27,0,15,0,Condiments,31,3.95,20.30848329
10470,BONAP,4/11/1995,18,50,30,France,Carnarvon Tigers,8,62.5,42,0,0,0,Seafood,1500,12.5,20
10470,BONAP,4/11/1995,23,7.2,15,France,Tunnbröd,5,9,61,0,25,0,Grains/Cereals,108,1.8,20
10470,BONAP,4/11/1995,64,26.6,8,France,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,212.8,6.65,20
10471,BSBEV,4/11/1995,7,24,30,UK,Uncle Bob's Organic Dried Pears,7,30,15,0,10,0,Produce,720,6,20
10471,BSBEV,4/11/1995,56,30.4,20,UK,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,608,7.6,20
10472,SEVES,4/12/1995,24,3.6,80,UK,Guaraná Fantástica,1,4.5,20,0,0,1,Beverages,288,0.9,20
10472,SEVES,4/12/1995,51,42.4,18,UK,Manjimup Dried Apples,7,53,20,0,10,0,Produce,763.2,10.6,20
10473,ISLAT,4/13/1995,33,2,12,UK,Geitost,4,2.5,112,0,20,0,Dairy Products,24,0.5,20
10473,ISLAT,4/13/1995,71,17.2,12,UK,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,206.4,4.3,20
10474,PERIC,4/13/1995,14,18.6,12,Mexico,Tofu,7,23.25,35,0,0,0,Produce,223.2,4.65,20
10474,PERIC,4/13/1995,28,36.4,18,Mexico,Rössle Sauerkraut,7,45.6,26,0,0,1,Produce,655.2,9.2,20.1754386
10474,PERIC,4/13/1995,40,14.7,21,Mexico,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,308.7,3.7,20.10869565
10474,PERIC,4/13/1995,75,6.2,10,Mexico,Rhönbräu Klosterbier,1,7.75,125,0,25,0,Beverages,62,1.55,20
10475,SUPRD,4/14/1995,31,10,35,Belgium,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,350,2.5,20
10475,SUPRD,4/14/1995,66,13.6,60,Belgium,Louisiana Hot Spiced Okra,2,17,4,100,20,0,Condiments,816,3.4,20
10475,SUPRD,4/14/1995,76,14.4,42,Belgium,Lakkalikööri,1,18,57,0,20,0,Beverages,604.8,3.6,20
10476,HILAA,4/17/1995,55,19.2,2,Venezuela,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,38.4,4.8,20
10476,HILAA,4/17/1995,70,12,12,Venezuela,Outback Lager,1,15,15,10,30,0,Beverages,144,3,20
10477,PRINI,4/17/1995,1,14.4,15,Portugal,Chai,1,18,39,0,10,0,Beverages,216,3.6,20
10477,PRINI,4/17/1995,21,8,21,Portugal,Sir Rodney's Scones,3,10,3,40,5,0,Confections,168,2,20
10477,PRINI,4/17/1995,39,14.4,20,Portugal,Chartreuse verte,1,18,69,0,5,0,Beverages,288,3.6,20
10478,VICTE,4/18/1995,10,24.8,20,France,Ikura,8,31,31,0,0,0,Seafood,496,6.2,20
10479,RATTC,4/19/1995,38,210.8,30,USA,Côte de Blaye,1,263.5,17,0,15,0,Beverages,6324,52.7,20
10479,RATTC,4/19/1995,53,26.2,28,USA,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,733.6,6.6,20.12195122
10479,RATTC,4/19/1995,59,44,60,USA,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,2640,11,20
10479,RATTC,4/19/1995,64,26.6,30,USA,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,798,6.65,20
10480,FOLIG,4/20/1995,47,7.6,30,France,Zaanse koeken,3,9.5,36,0,0,0,Confections,228,1.9,20
10480,FOLIG,4/20/1995,59,44,12,France,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,528,11,20
10481,RICAR,4/20/1995,49,16,24,Brazil,Maxilaku,3,20,10,60,15,0,Confections,384,4,20
10481,RICAR,4/20/1995,60,27.2,40,Brazil,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,1088,6.8,20
10482,LAZYK,4/21/1995,40,14.7,10,USA,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,147,3.7,20.10869565
10483,WHITC,4/24/1995,34,11.2,35,USA,Sasquatch Ale,1,14,111,0,15,0,Beverages,392,2.8,20
10483,WHITC,4/24/1995,77,10.4,30,USA,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,312,2.6,20
10484,BSBEV,4/24/1995,21,8,14,UK,Sir Rodney's Scones,3,10,3,40,5,0,Confections,112,2,20
10484,BSBEV,4/24/1995,40,14.7,10,UK,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,147,3.7,20.10869565
10484,BSBEV,4/24/1995,51,42.4,3,UK,Manjimup Dried Apples,7,53,20,0,10,0,Produce,127.2,10.6,20
10485,LINOD,4/25/1995,2,15.2,20,Venezuela,Chang,1,19,17,40,25,0,Beverages,304,3.8,20
10485,LINOD,4/25/1995,3,8,20,Venezuela,Aniseed Syrup,2,10,13,70,25,0,Condiments,160,2,20
10485,LINOD,4/25/1995,55,19.2,30,Venezuela,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,576,4.8,20
10485,LINOD,4/25/1995,70,12,60,Venezuela,Outback Lager,1,15,15,10,30,0,Beverages,720,3,20
10486,HILAA,4/26/1995,11,16.8,5,Venezuela,Queso Cabrales,4,21,22,30,30,0,Dairy Products,84,4.2,20
10486,HILAA,4/26/1995,51,42.4,25,Venezuela,Manjimup Dried Apples,7,53,20,0,10,0,Produce,1060,10.6,20
10486,HILAA,4/26/1995,74,8,16,Venezuela,Longlife Tofu,7,10,4,20,5,0,Produce,128,2,20
10487,QUEEN,4/26/1995,19,7.3,5,Brazil,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,36.5,1.9,20.65217391
10487,QUEEN,4/26/1995,26,24.9,30,Brazil,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,747,6.33,20.26897214
10487,QUEEN,4/26/1995,54,5.9,24,Brazil,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,141.6,1.55,20.80536913
10488,FRANK,4/27/1995,59,44,30,Germany,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,1320,11,20
10488,FRANK,4/27/1995,73,12,20,Germany,Röd Kaviar,8,15,101,0,5,0,Seafood,240,3,20
10489,PICCO,4/28/1995,11,16.8,15,Austria,Queso Cabrales,4,21,22,30,30,0,Dairy Products,252,4.2,20
10489,PICCO,4/28/1995,16,13.9,18,Austria,Pavlova,3,17.45,29,0,10,0,Confections,250.2,3.55,20.34383954
10490,HILAA,5/1/1995,59,44,60,Venezuela,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,2640,11,20
10490,HILAA,5/1/1995,68,10,30,Venezuela,Scottish Longbreads,3,12.5,6,10,15,0,Confections,300,2.5,20
10490,HILAA,5/1/1995,75,6.2,36,Venezuela,Rhönbräu Klosterbier,1,7.75,125,0,25,0,Beverages,223.2,1.55,20
10491,FURIB,5/1/1995,44,15.5,15,Portugal,Gula Malacca,2,19.45,27,0,15,0,Condiments,232.5,3.95,20.30848329
10491,FURIB,5/1/1995,77,10.4,7,Portugal,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,72.8,2.6,20
10492,BOTTM,5/2/1995,25,11.2,60,Canada,NuNuCa NuÃ-Nougat-Creme,3,14,76,0,30,0,Confections,672,2.8,20
10492,BOTTM,5/2/1995,42,11.2,20,Canada,Singaporean Hokkien Fried Mee,5,14,26,0,0,1,Grains/Cereals,224,2.8,20
10493,LAMAI,5/3/1995,65,16.8,15,France,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,252,4.25,20.19002375
10493,LAMAI,5/3/1995,66,13.6,10,France,Louisiana Hot Spiced Okra,2,17,4,100,20,0,Condiments,136,3.4,20
10493,LAMAI,5/3/1995,69,28.8,10,France,Gudbrandsdalsost,4,36,26,0,15,0,Dairy Products,288,7.2,20
10494,COMMI,5/3/1995,56,30.4,30,Brazil,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,912,7.6,20
10495,LAUGB,5/4/1995,23,7.2,10,Canada,Tunnbröd,5,9,61,0,25,0,Grains/Cereals,72,1.8,20
10495,LAUGB,5/4/1995,41,7.7,20,Canada,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,154,1.95,20.20725389
10495,LAUGB,5/4/1995,77,10.4,5,Canada,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,52,2.6,20
10496,TRADH,5/5/1995,31,10,20,Brazil,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,200,2.5,20
10497,LEHMS,5/5/1995,56,30.4,14,Germany,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,425.6,7.6,20
10497,LEHMS,5/5/1995,72,27.8,25,Germany,Mozzarella di Giovanni,4,34.8,14,0,0,0,Dairy Products,695,7,20.11494253
10497,LEHMS,5/5/1995,77,10.4,25,Germany,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,260,2.6,20
10498,HILAA,5/8/1995,24,4.5,14,Venezuela,Guaraná Fantástica,1,4.5,20,0,0,1,Beverages,63,0,0
10498,HILAA,5/8/1995,40,18.4,5,Venezuela,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,92,0,0
10498,HILAA,5/8/1995,42,14,30,Venezuela,Singaporean Hokkien Fried Mee,5,14,26,0,0,1,Grains/Cereals,420,0,0
10499,LILAS,5/9/1995,28,45.6,20,Venezuela,Rössle Sauerkraut,7,45.6,26,0,0,1,Produce,912,0,0
10499,LILAS,5/9/1995,49,20,25,Venezuela,Maxilaku,3,20,10,60,15,0,Confections,500,0,0
10500,LAMAI,5/10/1995,15,15.5,12,France,Genen Shouyu,2,15.5,39,0,5,0,Condiments,186,0,0
10500,LAMAI,5/10/1995,28,45.6,8,France,Rössle Sauerkraut,7,45.6,26,0,0,1,Produce,364.8,0,0
10501,BLAUS,5/10/1995,54,7.45,20,Germany,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,149,0,0
10502,PERIC,5/11/1995,45,9.5,21,Mexico,Røgede sild,8,9.5,5,70,15,0,Seafood,199.5,0,0
10502,PERIC,5/11/1995,53,32.8,6,Mexico,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,196.8,0,0
10502,PERIC,5/11/1995,67,14,30,Mexico,Laughing Lumberjack Lager,1,14,52,0,10,0,Beverages,420,0,0
10503,HUNGO,5/12/1995,14,23.25,70,Ireland,Tofu,7,23.25,35,0,0,0,Produce,1627.5,0,0
10503,HUNGO,5/12/1995,65,21.05,20,Ireland,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,421,0,0
10504,WHITC,5/12/1995,2,19,12,USA,Chang,1,19,17,40,25,0,Beverages,228,0,0
10504,WHITC,5/12/1995,21,10,12,USA,Sir Rodney's Scones,3,10,3,40,5,0,Confections,120,0,0
